regime,method,shot,negative_shot,support_protocol,seed,temperature,threshold,metric,value
single_label,full_embedding_matched_residual,3,3,balanced,0,0.5,nan,auprc,0.41000646352767944
single_label,full_embedding_matched_residual,3,3,balanced,0,0.5,nan,macro_f1,0.4085886279741923
single_label,full_embedding_matched_residual,3,3,balanced,0,0.5,nan,accuracy,0.40933331847190857
single_label,full_embedding_matched_residual,3,3,balanced,0,0.5,nan,nll,1.0855422019958496
single_label,full_embedding_matched_residual,3,3,balanced,0,0.5,nan,calibration_error,0.04160911962389946
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,auroc,0.59675000111262
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,auprc,0.41730477412541706
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,macro_f1,0.4193837145964305
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,accuracy,0.41999998688697815
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,nll,1.077770471572876
single_label,full_embedding_matched_residual,3,3,balanced,1,0.5,nan,calibration_error,0.03603247180581093
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,auroc,0.6011689901351929
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,auprc,0.417109876871109
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,macro_f1,0.42637203137079877
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,accuracy,0.4266666769981384
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,nll,1.0727722644805908
single_label,full_embedding_matched_residual,3,3,balanced,2,0.5,nan,calibration_error,0.0476776547729969
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,auroc,0.583241323630015
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,auprc,0.40432509779930115
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,macro_f1,0.40763987104098004
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,accuracy,0.41066667437553406
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,nll,1.0884003639221191
single_label,full_embedding_matched_residual,3,3,balanced,3,0.5,nan,calibration_error,0.03911682963371277
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,auroc,0.5849693417549133
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,auprc,0.40478256344795227
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,macro_f1,0.39529813329378766
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,accuracy,0.39666667580604553
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,nll,1.0813188552856445
single_label,full_embedding_matched_residual,3,3,balanced,4,0.5,nan,calibration_error,0.052858609706163406
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,auroc,0.5893073280652364
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,auprc,0.4124426245689392
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,macro_f1,0.4117605785528819
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,accuracy,0.4126666784286499
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,nll,1.0828593969345093
single_label,anatomy_matched_residual,3,3,balanced,0,0.5,nan,calibration_error,0.04240885004401207
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,auroc,0.6004119912783304
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,auprc,0.4200439949830373
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,macro_f1,0.42400938272476196
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,accuracy,0.4246666729450226
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,nll,1.0759791135787964
single_label,anatomy_matched_residual,3,3,balanced,1,0.5,nan,calibration_error,0.035000644624233246
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,auroc,0.60589200258255
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,auprc,0.4225478669007619
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,macro_f1,0.4301837782065074
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,accuracy,0.43066665530204773
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,nll,1.0698957443237305
single_label,anatomy_matched_residual,3,3,balanced,2,0.5,nan,calibration_error,0.04881894588470459
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,auroc,0.5874833265940348
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,auprc,0.40713562568028766
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,macro_f1,0.41558167338371277
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,accuracy,0.41733333468437195
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,nll,1.0864328145980835
single_label,anatomy_matched_residual,3,3,balanced,3,0.5,nan,calibration_error,0.036706745624542236
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,auroc,0.5935753186543783
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,auprc,0.4122840364774068
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,macro_f1,0.40845009684562683
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,accuracy,0.4099999964237213
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,nll,1.0762065649032593
single_label,anatomy_matched_residual,3,3,balanced,4,0.5,nan,calibration_error,0.04157757759094238
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,auroc,0.593831996122996
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,auprc,0.41451510787010193
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,macro_f1,0.4062984784444173
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,accuracy,0.4073333442211151
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,nll,1.0808523893356323
single_label,shuffled_anatomy_match,3,3,balanced,0,0.5,nan,calibration_error,0.04974543675780296
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,auroc,0.6049786607424418
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,auprc,0.4283992846806844
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,macro_f1,0.42250387867291767
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,accuracy,0.4233333468437195
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,nll,1.071554183959961
single_label,shuffled_anatomy_match,3,3,balanced,1,0.5,nan,calibration_error,0.03742431476712227
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,auroc,0.6048746705055237
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,auprc,0.42629780371983844
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,macro_f1,0.41089387734731037
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,accuracy,0.4113333225250244
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,nll,1.0694242715835571
single_label,shuffled_anatomy_match,3,3,balanced,2,0.5,nan,calibration_error,0.04735136032104492
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,auroc,0.6011199951171875
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,auprc,0.4169887999693553
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,macro_f1,0.42165852586428326
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,accuracy,0.42266666889190674
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,nll,1.0749683380126953
single_label,shuffled_anatomy_match,3,3,balanced,3,0.5,nan,calibration_error,0.04098622500896454
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,auroc,0.6096956729888916
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,auprc,0.4303737282752991
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,macro_f1,0.4294313887755076
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,accuracy,0.43066665530204773
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,nll,1.0643631219863892
single_label,shuffled_anatomy_match,3,3,balanced,4,0.5,nan,calibration_error,0.022431910037994385
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,auroc,0.6373993357022604
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,auprc,0.45613227287928265
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,macro_f1,0.4530939857165019
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,accuracy,0.45533332228660583
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,nll,1.053947925567627
single_label,positive_prototype,3,20,abundant_controls,0,0.05,nan,calibration_error,0.04867801070213318
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,auroc,0.6317426562309265
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,auprc,0.4545825918515523
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,macro_f1,0.45001959800720215
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,accuracy,0.4506666660308838
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,nll,1.0628330707550049
single_label,positive_prototype,3,20,abundant_controls,1,0.05,nan,calibration_error,0.04452100396156311
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,auroc,0.6308379769325256
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,auprc,0.4526764154434204
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,macro_f1,0.43593141436576843
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,accuracy,0.437333345413208
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,nll,1.0580729246139526
single_label,positive_prototype,3,20,abundant_controls,2,0.05,nan,calibration_error,0.05704133212566376
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,auroc,0.6326526602109274
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,auprc,0.4460444748401642
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,macro_f1,0.4523274103800456
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,accuracy,0.4560000002384186
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,nll,1.0622806549072266
single_label,positive_prototype,3,20,abundant_controls,3,0.05,nan,calibration_error,0.04104987531900406
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,auroc,0.6299846768379211
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,auprc,0.43995221455891925
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,macro_f1,0.4439786473910014
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,accuracy,0.4466666579246521
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,nll,1.0605082511901855
single_label,positive_prototype,3,20,abundant_controls,4,0.05,nan,calibration_error,0.04474238306283951
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,auroc,0.6319066683451334
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,auprc,0.4461273451646169
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,macro_f1,0.4368629554907481
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,accuracy,0.43933331966400146
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,nll,1.0519676208496094
single_label,global_negative_centroid,3,20,abundant_controls,0,0.5,nan,calibration_error,0.040563467890024185
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,auroc,0.6301119923591614
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,auprc,0.4443798065185547
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,macro_f1,0.4447852472464244
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,accuracy,0.4466666579246521
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,nll,1.0548073053359985
single_label,global_negative_centroid,3,20,abundant_controls,1,0.5,nan,calibration_error,0.03970078378915787
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,auroc,0.630903979142507
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,auprc,0.44687225421269733
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,macro_f1,0.445535014073054
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,accuracy,0.4480000138282776
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,nll,1.0529965162277222
single_label,global_negative_centroid,3,20,abundant_controls,2,0.5,nan,calibration_error,0.03527951240539551
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,auroc,0.6286166707674662
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,auprc,0.4419047236442566
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,macro_f1,0.44326478242874146
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,accuracy,0.44733333587646484
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,nll,1.055692195892334
single_label,global_negative_centroid,3,20,abundant_controls,3,0.5,nan,calibration_error,0.04018482565879822
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,auroc,0.629911998907725
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,auprc,0.4389728307723999
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,macro_f1,0.43039284149805707
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,accuracy,0.43533334136009216
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,nll,1.050622820854187
single_label,global_negative_centroid,3,20,abundant_controls,4,0.5,nan,calibration_error,0.04319552704691887
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,auroc,0.5492986738681793
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,auprc,0.37994606296221417
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,macro_f1,0.36890271306037903
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,accuracy,0.36933332681655884
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,nll,1.1229026317596436
single_label,random_residual,3,20,abundant_controls,0,0.5,nan,calibration_error,0.0973869264125824
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,auroc,0.5859753290812174
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,auprc,0.40281666318575543
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,macro_f1,0.39246825377146405
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,accuracy,0.39266666769981384
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,nll,1.0921134948730469
single_label,random_residual,3,20,abundant_controls,1,0.5,nan,calibration_error,0.07612266391515732
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,auroc,0.5679543316364288
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,auprc,0.3968013922373454
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,macro_f1,0.38821089267730713
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,accuracy,0.38866665959358215
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,nll,1.1059569120407104
single_label,random_residual,3,20,abundant_controls,2,0.5,nan,calibration_error,0.07770771533250809
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,auroc,0.576503336429596
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,auprc,0.39755477507909137
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,macro_f1,0.3994251787662506
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,accuracy,0.4000000059604645
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,nll,1.103825569152832
single_label,random_residual,3,20,abundant_controls,3,0.5,nan,calibration_error,0.06621010601520538
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,auroc,0.5687520106633505
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,auprc,0.38764352599779767
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,macro_f1,0.40269418557484943
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,accuracy,0.40400001406669617
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,nll,1.1058399677276611
single_label,random_residual,3,20,abundant_controls,4,0.5,nan,calibration_error,0.06948187947273254
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,auroc,0.5956206719080607
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,auprc,0.4138478835423787
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,macro_f1,0.39719385902086896
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,accuracy,0.3986666798591614
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,nll,1.0835462808609009
single_label,metadata_matched_residual,3,20,abundant_controls,0,0.5,nan,calibration_error,0.07212536782026291
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,auroc,0.583866020043691
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,auprc,0.40488235155741376
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,macro_f1,0.4068043033281962
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,accuracy,0.4073333442211151
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,nll,1.0971221923828125
single_label,metadata_matched_residual,3,20,abundant_controls,1,0.5,nan,calibration_error,0.06521344929933548
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,auroc,0.5864446560541788
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,auprc,0.40288883447647095
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,macro_f1,0.39985790848731995
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,accuracy,0.40066665410995483
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,nll,1.0888227224349976
single_label,metadata_matched_residual,3,20,abundant_controls,2,0.5,nan,calibration_error,0.06539887934923172
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,auroc,0.5951219995816549
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,auprc,0.41243746876716614
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,macro_f1,0.40821341673533124
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,accuracy,0.4099999964237213
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,nll,1.082308292388916
single_label,metadata_matched_residual,3,20,abundant_controls,3,0.5,nan,calibration_error,0.060391541570425034
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,auroc,0.5911226669947306
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,auprc,0.4033779203891754
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,macro_f1,0.40394386649131775
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,accuracy,0.4059999883174896
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,nll,1.0857373476028442
single_label,metadata_matched_residual,3,20,abundant_controls,4,0.5,nan,calibration_error,0.06258489191532135
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,auroc,0.6112500031789144
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,auprc,0.4271516799926758
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,macro_f1,0.4206010301907857
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,accuracy,0.421999990940094
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,nll,1.0683947801589966
single_label,full_embedding_matched_residual,3,20,abundant_controls,0,0.5,nan,calibration_error,0.045463040471076965
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,auroc,0.6163580020268759
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,auprc,0.4368349015712738
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,macro_f1,0.4334959387779236
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,accuracy,0.4339999854564667
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,nll,1.0631508827209473
single_label,full_embedding_matched_residual,3,20,abundant_controls,1,0.5,nan,calibration_error,0.03714882954955101
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,auroc,0.6145286758740743
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,auprc,0.43008023500442505
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,macro_f1,0.4278968771298726
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,accuracy,0.42933332920074463
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,nll,1.064598798751831
single_label,full_embedding_matched_residual,3,20,abundant_controls,2,0.5,nan,calibration_error,0.04145124927163124
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,auroc,0.6138559977213541
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,auprc,0.42990576227506
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,macro_f1,0.43774210413297016
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,accuracy,0.4399999976158142
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,nll,1.066483736038208
single_label,full_embedding_matched_residual,3,20,abundant_controls,3,0.5,nan,calibration_error,0.028916386887431145
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,auroc,0.6131266752878824
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,auprc,0.42471792300542194
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,macro_f1,0.425259788831075
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,accuracy,0.4286666810512543
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,nll,1.0641286373138428
single_label,full_embedding_matched_residual,3,20,abundant_controls,4,0.5,nan,calibration_error,0.036124251782894135
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,auroc,0.622734010219574
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,auprc,0.4377427895863851
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,macro_f1,0.43181950847307843
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,accuracy,0.4339999854564667
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,nll,1.0612635612487793
single_label,anatomy_matched_residual,3,20,abundant_controls,0,0.5,nan,calibration_error,0.04845244064927101
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,auroc,0.6257553299268087
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,auprc,0.4429304202397664
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,macro_f1,0.4384903609752655
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,accuracy,0.4399999976158142
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,nll,1.0587929487228394
single_label,anatomy_matched_residual,3,20,abundant_controls,1,0.5,nan,calibration_error,0.04778502136468887
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,auroc,0.62431933482488
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,auprc,0.4403333266576131
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,macro_f1,0.4329884847005208
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,accuracy,0.4346666634082794
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,nll,1.0591720342636108
single_label,anatomy_matched_residual,3,20,abundant_controls,2,0.5,nan,calibration_error,0.04621390253305435
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,auroc,0.6226153373718262
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,auprc,0.4368453919887543
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,macro_f1,0.4451509614785512
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,accuracy,0.44866666197776794
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,nll,1.0622751712799072
single_label,anatomy_matched_residual,3,20,abundant_controls,3,0.5,nan,calibration_error,0.044015076011419296
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,auroc,0.6220560073852539
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,auprc,0.43269333243370056
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,macro_f1,0.4293130934238434
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,accuracy,0.4339999854564667
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,nll,1.0591094493865967
single_label,anatomy_matched_residual,3,20,abundant_controls,4,0.5,nan,calibration_error,0.04668387025594711
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,auroc,0.6302733222643534
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,auprc,0.44386838873227435
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,macro_f1,0.42606571316719055
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,accuracy,0.4286666810512543
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,nll,1.0533208847045898
single_label,shuffled_anatomy_match,3,20,abundant_controls,0,0.5,nan,calibration_error,0.050428710877895355
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,auroc,0.6293666760126749
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,auprc,0.44485854109128314
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,macro_f1,0.4377068777879079
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,accuracy,0.4399999976158142
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,nll,1.0558289289474487
single_label,shuffled_anatomy_match,3,20,abundant_controls,1,0.5,nan,calibration_error,0.04609667509794235
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,auroc,0.6288020014762878
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,auprc,0.4470462699731191
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,macro_f1,0.43806158502896625
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,accuracy,0.4399999976158142
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,nll,1.0541819334030151
single_label,shuffled_anatomy_match,3,20,abundant_controls,2,0.5,nan,calibration_error,0.039160750806331635
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,auroc,0.6261246601740519
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,auprc,0.4399534265200297
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,macro_f1,0.445194015900294
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,accuracy,0.44866666197776794
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,nll,1.0583921670913696
single_label,shuffled_anatomy_match,3,20,abundant_controls,3,0.5,nan,calibration_error,0.04243236035108566
single_label,shuffled_anatomy_match,3,20,abundant_controls,4,0.5,nan,auroc,0.6295206745465597
single_label,shuffled_anatomy_match,3,20,abundant_controls,4,0.5,nan,auprc,0.44001855452855426
single_label,shuffled_anatomy_match,3,20,abundant_controls,4,0.5,nan,macro_f1,0.4378882745901744
single_label,shuffled_anatomy_match,3,20,abundant_controls,4,0.5,nan,accuracy,0.44200000166893005
single_label,shuffled_anatomy_match,3,20,abundant_controls,4,0.5,nan,nll,1.0517463684082031
