regime,method,shot,negative_shot,support_protocol,seed,temperature,threshold,class,metric,value
single_label,random_residual,1,1,balanced,2,0.5,nan,Cardiomegaly,auprc,0.435611754655838
single_label,random_residual,1,1,balanced,2,0.5,nan,Cardiomegaly,f1,0.4132917821407318
single_label,random_residual,1,1,balanced,2,0.5,nan,Cardiomegaly,accuracy,0.6233333349227905
single_label,random_residual,1,1,balanced,2,0.5,nan,Cardiomegaly,nll,0.6218457818031311
single_label,random_residual,1,1,balanced,2,0.5,nan,Cardiomegaly,calibration_error,0.01881203055381775
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,auroc,0.4914399981498718
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,auprc,0.3306650221347809
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,f1,0.32392895221710205
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,accuracy,0.5686666369438171
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,nll,0.6632693409919739
single_label,random_residual,1,1,balanced,3,0.5,nan,No Finding,calibration_error,0.09612434357404709
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,auroc,0.5733699798583984
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,auprc,0.38623544573783875
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,f1,0.39921337366104126
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,accuracy,0.5926666855812073
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,nll,0.6321048140525818
single_label,random_residual,1,1,balanced,3,0.5,nan,Fracture,calibration_error,0.026765868067741394
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,auroc,0.5874279737472534
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,auprc,0.41558969020843506
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,f1,0.4307992160320282
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,accuracy,0.6106666922569275
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,nll,0.6282792091369629
single_label,random_residual,1,1,balanced,3,0.5,nan,Cardiomegaly,calibration_error,0.028776561841368675
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,auroc,0.4947560131549835
single_label,random_residual,1,1,balanced,4,0.5,nan,No Finding,auprc,0.34049925208091736
