method,seed,training_seed,step,train_loss,train_classification,train_invariance,train_budget_excess,validation_total,validation_classification,validation_invariance,validation_budget_excess,validation_uniform_reference,validation_worst_nuisance_auroc,validation_max_sms_budget_ratio,validation_sms_budget_satisfied
anchored_iera,0,2026,50,1.244799548983574,0.5818162751197815,2.3410318798758087,0.6629832691932097,1.2081682085990906,0.648788183927536,1.9972106218338013,0.559380054473877,2.0540436506271362,0.6687999963760376,1.4005114939088636,0.0
anchored_iera,0,2026,75,1.2589692318439483,0.6666609978675843,2.1605138329416516,0.5923082384839654,1.2075380682945251,0.6487875282764435,1.9965811371803284,0.558750569820404,2.0540436506271362,0.6687999963760376,1.400224717602667,0.0
anchored_iera,0,2026,100,1.269189726114273,0.6129747641086578,2.2727645206451417,0.6562149494886398,1.207162082195282,0.6487871408462524,1.9962055087089539,0.5583749413490295,2.0540436506271362,0.6687999963760376,1.4000360203475328,0.0
anchored_iera,0,2026,125,1.0987103068828583,0.5447062599658966,1.8330327867157756,0.5540040413290263,1.2070841193199158,0.6487868428230286,1.9961278438568115,0.5582972764968872,2.0540436506271362,0.6687999963760376,1.4000021356674512,0.0
anchored_iera,0,2026,150,1.2396923512220384,0.6041162240505219,2.2042392604239285,0.6355761256301775,1.2070581316947937,0.6487859785556793,1.9961026906967163,0.558272123336792,2.0540436506271362,0.6687999963760376,1.4000105291203155,0.0
anchored_iera,0,2026,175,0.961244426369667,0.5145463186502457,1.508930466249585,0.4466981088044122,1.2068023681640625,0.6487851738929749,1.9958478212356567,0.5580172538757324,2.0540436506271362,0.6687999963760376,1.399903590313452,0.0
anchored_iera,0,2026,200,1.1405247128009797,0.621446316242218,1.8755537374317646,0.5190783928334713,1.2064367532730103,0.6487841606140137,1.995483160018921,0.5576525926589966,2.0540436506271362,0.6687999963760376,1.3997532853334562,0.0
anchored_iera,0,2026,225,1.123381495475769,0.6339305722713471,1.8171021112054586,0.4894509211555123,1.2061151266098022,0.648783951997757,1.9951617121696472,0.5573311448097229,2.0540436506271362,0.6687999963760376,1.3996152596641325,0.0
anchored_iera,0,2026,250,1.1093212258815766,0.5535913825035095,1.9408669101074338,0.5557298442348838,1.2057956457138062,0.6487834453582764,1.994842767715454,0.5570122003555298,2.0540436506271362,0.6687999963760376,1.3994694622791934,0.0
anchored_iera,0,2026,275,1.3308884334564208,0.6671794903278351,2.404926026687026,0.66370894536376,1.2053436040878296,0.6487829387187958,1.9943912625312805,0.5565606951713562,2.0540436506271362,0.6687999963760376,1.3992767237319395,0.0
anchored_iera,0,2026,300,1.0620727241039276,0.5782573544979095,1.8062761618755758,0.48381537000183017,1.2047545909881592,0.6487827599048615,1.9938023686408997,0.5559718012809753,2.0540436506271362,0.6687999963760376,1.3990113973608405,0.0
anchored_iera,0,2026,325,1.1424691593647003,0.5721311992406846,2.070421528033912,0.5703379630669951,1.2043447494506836,0.6487828493118286,1.9933924674987793,0.555561900138855,2.0540436506271362,0.6687999963760376,1.3988267413978261,0.0
anchored_iera,0,2026,350,1.200381029844284,0.5820704317092895,2.135303326919675,0.6183105967193842,1.204126000404358,0.6487830579280853,1.9931734800338745,0.5553429126739502,2.0540436506271362,0.6687999963760376,1.3987353460221927,0.0
anchored_iera,0,2026,375,1.1730892598628997,0.5400774401426315,2.1802494744956493,0.6330118258297444,1.2039015293121338,0.6487831771373749,1.9929488897323608,0.5551183223724365,2.0540436506271362,0.6687999963760376,1.398636489799569,0.0
anchored_iera,0,2026,400,1.1070790833234787,0.58003471493721,2.0213276192545893,0.5270443631708622,1.203233242034912,0.6487829089164734,1.9922808408737183,0.554450273513794,2.0540436506271362,0.6687999963760376,1.3983658786618518,0.0
anchored_iera,0,2026,425,1.0323774123191833,0.53805808365345,1.7160883757472039,0.49431933492422103,1.2029358744621277,0.6487832963466644,1.99198317527771,0.5541526079177856,2.0540436506271362,0.6687999963760376,1.3982342257993323,0.0
anchored_iera,0,2026,450,1.125386950969696,0.5797949171066284,1.8378521257266403,0.5455920321494341,1.2029248476028442,0.6487830579280853,1.9919723272323608,0.5541417598724365,2.0540436506271362,0.6687999963760376,1.3982362464453924,0.0
anchored_iera,0,2026,475,1.13429730117321,0.5650700783729553,1.9490320168435573,0.569227216243744,1.2028769254684448,0.648782879114151,1.9919245839118958,0.5540940165519714,2.0540436506271362,0.6687999963760376,1.3982177497622283,0.0
anchored_iera,0,2026,500,1.1703580474853517,0.5353949403762818,2.2317334487102927,0.6349631088646128,1.2026433944702148,0.6487835645675659,1.9916903972625732,0.5538598299026489,2.0540436506271362,0.6687999963760376,1.3981084794406804,0.0
anchored_iera,0,2026,525,1.3265672200918197,0.6452984625101089,2.339890566468239,0.6812687766551971,1.2024272680282593,0.6487846672534943,1.991473138332367,0.5536425709724426,2.0540436506271362,0.6687999963760376,1.3980144416817377,0.0
