pair,target,confounder,method,rho,shot,seed,metric,value
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,1,3,ranking_disagreement,0.47746866941452026
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,1,3,support_swap_flip_rate,0.2150000035762787
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,1,3,d0_auroc,0.6377000212669373
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,1,3,d1_auroc,0.5699999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,1,3,worst_nuisance_auroc,0.5699999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,auroc,0.6393250226974487
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,auprc,0.6005294919013977
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,f1,0.6638655662536621
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,brier,0.2390090525150299
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,ece,0.09220383316278458
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,sms_raw_logit,0.02406497299671173
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,sms_fixed_reference,1.064340353012085
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,ranking_disagreement,0.4657769501209259
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,support_swap_flip_rate,0.41999998688697815
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,d0_auroc,0.7056999802589417
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,d1_auroc,0.5737000107765198
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,3,3,worst_nuisance_auroc,0.5737000107765198
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,auroc,0.6716750264167786
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,auprc,0.6277468204498291
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,f1,0.6882591247558594
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,brier,0.2290799468755722
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,ece,0.06117592006921768
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,sms_raw_logit,0.016308726742863655
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,sms_fixed_reference,0.944230854511261
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,ranking_disagreement,0.3957017660140991
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,support_swap_flip_rate,0.3375000059604645
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,d0_auroc,0.7445999979972839
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,d1_auroc,0.59579998254776
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,5,3,worst_nuisance_auroc,0.59579998254776
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,auroc,0.7043250203132629
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,auprc,0.6557748317718506
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,f1,0.7170542478561401
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,brier,0.2214221954345703
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,ece,0.0680580884218216
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,sms_raw_logit,0.013295338489115238
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,sms_fixed_reference,0.907200276851654
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,ranking_disagreement,0.36969923973083496
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,support_swap_flip_rate,0.2800000011920929
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,d0_auroc,0.7890999913215637
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,d1_auroc,0.6146000027656555
Edema__Cardiomegaly,Edema,Cardiomegaly,binary_protonet_random,,10,3,worst_nuisance_auroc,0.6146000027656555
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,auroc,0.5285750031471252
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,auprc,0.5506874918937683
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,brier,0.24925631284713745
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,ece,0.0031572990119457245
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,sms_raw_logit,0.01793542690575123
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,sms_fixed_reference,0.49502038955688477
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,ranking_disagreement,0.5112406015396118
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,d0_auroc,0.5618000030517578
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,d1_auroc,0.49939998984336853
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,1,3,worst_nuisance_auroc,0.49939998984336853
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,auroc,0.5574250221252441
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,auprc,0.5705931782722473
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,brier,0.24822841584682465
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,ece,0.009461482055485249
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,sms_raw_logit,0.009342754259705544
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,sms_fixed_reference,0.42797619104385376
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,ranking_disagreement,0.4613032639026642
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,d0_auroc,0.5644999742507935
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,d1_auroc,0.5551999807357788
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,3,3,worst_nuisance_auroc,0.5551999807357788
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,auroc,0.5517249703407288
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,auprc,0.5564209222793579
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,brier,0.24797023832798004
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,ece,0.012673228047788143
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,sms_raw_logit,0.007993826642632484
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,sms_fixed_reference,0.4786064326763153
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,ranking_disagreement,0.4769984483718872
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,d0_auroc,0.5569999814033508
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,d1_auroc,0.5472999811172485
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,5,3,worst_nuisance_auroc,0.5472999811172485
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,auroc,0.5783249735832214
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,auprc,0.5889698266983032
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,f1,0.6700336933135986
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,brier,0.24483273923397064
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,ece,0.021806277334690094
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,sms_raw_logit,0.005877852905541658
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,sms_fixed_reference,0.465483695268631
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,ranking_disagreement,0.4712907373905182
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,support_swap_flip_rate,0.13249999284744263
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,d0_auroc,0.5501999855041504
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,d1_auroc,0.6140999794006348
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.7,10,3,worst_nuisance_auroc,0.5501999855041504
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,auroc,0.6187000274658203
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,auprc,0.6184241771697998
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,f1,0.6735395193099976
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,brier,0.24056701362133026
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,ece,0.03517390042543411
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,sms_raw_logit,0.01784842647612095
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,sms_fixed_reference,0.46869924664497375
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,ranking_disagreement,0.4567851722240448
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,support_swap_flip_rate,0.14749999344348907
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,d0_auroc,0.6796000003814697
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,d1_auroc,0.5690000057220459
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,1,3,worst_nuisance_auroc,0.5690000057220459
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,auroc,0.6757375001907349
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,auprc,0.6500911712646484
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,f1,0.6834951639175415
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,brier,0.23121994733810425
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,ece,0.0552162267267704
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,sms_raw_logit,0.009829732589423656
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,sms_fixed_reference,0.43474727869033813
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,ranking_disagreement,0.4281632602214813
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,support_swap_flip_rate,0.3199999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,d0_auroc,0.7477999925613403
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,d1_auroc,0.6047999858856201
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,3,3,worst_nuisance_auroc,0.6047999858856201
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,auroc,0.696274995803833
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,auprc,0.6618459820747375
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,f1,0.6883364915847778
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,brier,0.23012633621692657
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,ece,0.08529262989759445
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,sms_raw_logit,0.0074350107461214066
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,sms_fixed_reference,0.430466890335083
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,ranking_disagreement,0.37507519125938416
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,support_swap_flip_rate,0.2524999976158142
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,d0_auroc,0.7759000062942505
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,d1_auroc,0.6182000041007996
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,5,3,worst_nuisance_auroc,0.6182000041007996
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,auroc,0.7325999736785889
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,auprc,0.6977094411849976
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,f1,0.7352941036224365
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,brier,0.2284029722213745
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,ece,0.11561260372400284
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,sms_raw_logit,0.006311365868896246
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,sms_fixed_reference,0.4306526780128479
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,ranking_disagreement,0.350142240524292
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,support_swap_flip_rate,0.3100000023841858
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,d0_auroc,0.8145999908447266
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,d1_auroc,0.6481000185012817
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.7,10,3,worst_nuisance_auroc,0.6481000185012817
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,auroc,0.5315999984741211
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,auprc,0.5561197996139526
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,brier,0.24925898015499115
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,ece,0.003819213481619954
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,sms_raw_logit,0.015208099968731403
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,sms_fixed_reference,0.4197457730770111
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,ranking_disagreement,0.5067794322967529
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,d0_auroc,0.555899977684021
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,d1_auroc,0.5095999836921692
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,1,3,worst_nuisance_auroc,0.5095999836921692
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,auroc,0.5689749717712402
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,auprc,0.581012487411499
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,brier,0.24830864369869232
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,ece,0.010262828320264816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,sms_raw_logit,0.009198511019349098
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,sms_fixed_reference,0.42136862874031067
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,ranking_disagreement,0.47411027550697327
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,d0_auroc,0.572700023651123
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,d1_auroc,0.5654000043869019
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,3,3,worst_nuisance_auroc,0.5654000043869019
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,auroc,0.5602750182151794
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,auprc,0.5688033699989319
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,brier,0.2479052096605301
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,ece,0.035578738898038864
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,sms_raw_logit,0.00791135337203741
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,sms_fixed_reference,0.4736686050891876
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,ranking_disagreement,0.49710527062416077
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,d0_auroc,0.5730000138282776
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,d1_auroc,0.5473999977111816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,5,3,worst_nuisance_auroc,0.5473999977111816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,auroc,0.5987750291824341
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,auprc,0.5959075093269348
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,f1,0.6688963174819946
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,brier,0.24410691857337952
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,ece,0.019785629585385323
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,sms_raw_logit,0.005632733926177025
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,sms_fixed_reference,0.4460720419883728
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,ranking_disagreement,0.4789659082889557
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,support_swap_flip_rate,0.08500000089406967
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,d0_auroc,0.5713000297546387
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,d1_auroc,0.6305000185966492
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.7,10,3,worst_nuisance_auroc,0.5713000297546387
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,auroc,0.6227750182151794
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,auprc,0.632798969745636
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,f1,0.670120894908905
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,brier,0.23925474286079407
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,ece,0.04594166576862335
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,sms_raw_logit,0.01522093266248703
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,sms_fixed_reference,0.399701327085495
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,ranking_disagreement,0.4523114264011383
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,support_swap_flip_rate,0.1599999964237213
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,d0_auroc,0.6682000160217285
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,d1_auroc,0.5824999809265137
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,1,3,worst_nuisance_auroc,0.5824999809265137
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,auroc,0.6710875034332275
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,auprc,0.6506372690200806
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,f1,0.6895306706428528
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,brier,0.23111052811145782
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,ece,0.06333425641059875
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,sms_raw_logit,0.0094119468703866
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,sms_fixed_reference,0.41626954078674316
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,ranking_disagreement,0.42284461855888367
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,support_swap_flip_rate,0.2574999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,d0_auroc,0.7433000206947327
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,d1_auroc,0.5936999917030334
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,3,3,worst_nuisance_auroc,0.5936999917030334
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,auroc,0.699275016784668
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,auprc,0.6806492209434509
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,f1,0.6927592754364014
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,brier,0.22953498363494873
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,ece,0.07165955752134323
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,sms_raw_logit,0.006938850972801447
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,sms_fixed_reference,0.40174058079719543
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,ranking_disagreement,0.3673057556152344
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,support_swap_flip_rate,0.27250000834465027
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,d0_auroc,0.7731000185012817
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,d1_auroc,0.6155999898910522
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,5,3,worst_nuisance_auroc,0.6155999898910522
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,auroc,0.7381749749183655
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,auprc,0.6982390880584717
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,f1,0.6993318200111389
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,brier,0.22831971943378448
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,ece,0.12124074995517731
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,sms_raw_logit,0.005926290061324835
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,sms_fixed_reference,0.4043772220611572
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,ranking_disagreement,0.34786584973335266
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,support_swap_flip_rate,0.3425000011920929
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,d0_auroc,0.8141000270843506
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,d1_auroc,0.652999997138977
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.7,10,3,worst_nuisance_auroc,0.652999997138977
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,auroc,0.49256250262260437
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,auprc,0.5049868822097778
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,brier,0.250037282705307
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,ece,0.00014775991439819336
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,sms_raw_logit,0.039922695606946945
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,sms_fixed_reference,1.099252462387085
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,ranking_disagreement,0.5174059867858887
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,d0_auroc,0.5223000049591064
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,d1_auroc,0.46399998664855957
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,1,4,worst_nuisance_auroc,0.46399998664855957
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,3,4,auroc,0.511775016784668
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,3,4,auprc,0.5124320983886719
Pneumothorax__Support Devices,Pneumothorax,Support Devices,binary_protonet_random,,3,4,f1,0.6666666865348816
