pair,target,confounder,method,rho,shot,seed,metric,value
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.5,10,0,d0_auroc,0.5349000096321106
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.5,10,0,d1_auroc,0.5184999704360962
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.5,10,0,worst_nuisance_auroc,0.5184999704360962
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,auroc,0.6360750198364258
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,auprc,0.6064069867134094
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,f1,0.6810176372528076
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,brier,0.23722805082798004
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,ece,0.046937767416238785
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,sms_raw_logit,0.010607343167066574
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,sms_fixed_reference,0.24884554743766785
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,ranking_disagreement,0.46076440811157227
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,support_swap_flip_rate,0.39500001072883606
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,d0_auroc,0.6693000197410583
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,d1_auroc,0.6065000295639038
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,1,0,worst_nuisance_auroc,0.6065000295639038
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,auroc,0.6696500182151794
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,auprc,0.6250534057617188
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,f1,0.6724511981010437
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,brier,0.23620671033859253
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,ece,0.07047290354967117
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,sms_raw_logit,0.0068226587027311325
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,sms_fixed_reference,0.2914564311504364
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,ranking_disagreement,0.44070175290107727
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,support_swap_flip_rate,0.4449999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,d0_auroc,0.6848999857902527
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,d1_auroc,0.6610999703407288
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,3,0,worst_nuisance_auroc,0.6610999703407288
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,auroc,0.7072250247001648
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,auprc,0.6559467911720276
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,f1,0.6952789425849915
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,brier,0.23421603441238403
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,ece,0.10564564168453217
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,sms_raw_logit,0.005384607706218958
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,sms_fixed_reference,0.2884978950023651
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,ranking_disagreement,0.40607768297195435
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,support_swap_flip_rate,0.3824999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,d0_auroc,0.6988000273704529
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,d1_auroc,0.7254999876022339
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,5,0,worst_nuisance_auroc,0.6988000273704529
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,auroc,0.7201374769210815
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,auprc,0.6841437816619873
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,f1,0.7084233164787292
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,brier,0.2351812720298767
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,ece,0.09900049865245819
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,sms_raw_logit,0.004199491813778877
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,sms_fixed_reference,0.2793635427951813
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,ranking_disagreement,0.3653132915496826
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,support_swap_flip_rate,0.3075000047683716
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,d0_auroc,0.7300000190734863
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,d1_auroc,0.7130500078201294
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.5,10,0,worst_nuisance_auroc,0.7130500078201294
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,auroc,0.5338249802589417
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,auprc,0.5127776861190796
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,brier,0.2494402378797531
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,ece,0.008702436462044716
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,sms_raw_logit,0.009674226865172386
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,sms_fixed_reference,0.24103499948978424
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,ranking_disagreement,0.5217167735099792
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,d0_auroc,0.5519999861717224
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,d1_auroc,0.5217000246047974
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,1,0,worst_nuisance_auroc,0.5217000246047974
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,auroc,0.5289750099182129
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,auprc,0.5245580077171326
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,f1,0.6599665284156799
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,brier,0.25085726380348206
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,ece,0.015683317556977272
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,sms_raw_logit,0.0055412775836884975
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,sms_fixed_reference,0.27773287892341614
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,ranking_disagreement,0.5212029814720154
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,support_swap_flip_rate,0.08749999850988388
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,d0_auroc,0.5525000095367432
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,d1_auroc,0.5051000118255615
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,3,0,worst_nuisance_auroc,0.5051000118255615
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,auroc,0.49447500705718994
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,auprc,0.49084630608558655
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,brier,0.2517935037612915
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,ece,0.02633565664291382
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,sms_raw_logit,0.00439881905913353
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,sms_fixed_reference,0.28052693605422974
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,ranking_disagreement,0.5183523893356323
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,d0_auroc,0.4984000027179718
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,d1_auroc,0.4909000098705292
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,5,0,worst_nuisance_auroc,0.4909000098705292
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,auroc,0.527275025844574
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,auprc,0.5339100360870361
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,brier,0.24908846616744995
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,ece,0.00736838486045599
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,sms_raw_logit,0.0034408748615533113
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,sms_fixed_reference,0.28768178820610046
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,ranking_disagreement,0.5083020925521851
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,d0_auroc,0.5392000079154968
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,d1_auroc,0.5135999917984009
Pneumothorax__Support Devices,Pneumothorax,Support Devices,full_iera,0.3,10,0,worst_nuisance_auroc,0.5135999917984009
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,auroc,0.6320750117301941
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,auprc,0.6054430603981018
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,f1,0.6806883215904236
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,brier,0.23828984797000885
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,ece,0.051126472651958466
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,sms_raw_logit,0.008758524432778358
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,sms_fixed_reference,0.20547273755073547
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,ranking_disagreement,0.4575496017932892
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,support_swap_flip_rate,0.375
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,d0_auroc,0.6647999882698059
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,d1_auroc,0.6022999882698059
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,1,0,worst_nuisance_auroc,0.6022999882698059
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,auroc,0.6689000129699707
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,auprc,0.6249324083328247
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,f1,0.67405766248703
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,brier,0.23796741664409637
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,ece,0.08049327880144119
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,sms_raw_logit,0.005714109167456627
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,sms_fixed_reference,0.2441004067659378
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,ranking_disagreement,0.44121554493904114
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,support_swap_flip_rate,0.4300000071525574
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,d0_auroc,0.6865000128746033
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,d1_auroc,0.658050000667572
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,3,0,worst_nuisance_auroc,0.658050000667572
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,auroc,0.7092499732971191
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,auprc,0.6564865112304688
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,f1,0.7045952081680298
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,brier,0.23641552031040192
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,ece,0.10672380030155182
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,sms_raw_logit,0.004447934217751026
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,sms_fixed_reference,0.23831257224082947
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,ranking_disagreement,0.40181705355644226
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,support_swap_flip_rate,0.3700000047683716
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,d0_auroc,0.701200008392334
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,d1_auroc,0.728600025177002
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,5,0,worst_nuisance_auroc,0.701200008392334
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,auroc,0.7153750061988831
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,auprc,0.6814244389533997
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,f1,0.7032967209815979
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,brier,0.23740079998970032
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,ece,0.09683211147785187
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,sms_raw_logit,0.003518960438668728
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,sms_fixed_reference,0.23409242928028107
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,ranking_disagreement,0.3652631640434265
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,support_swap_flip_rate,0.3125
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,d0_auroc,0.7271000146865845
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,d1_auroc,0.70660001039505
Edema__Cardiomegaly,Edema,Cardiomegaly,full_iera,0.3,10,0,worst_nuisance_auroc,0.70660001039505
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,auroc,0.5246375203132629
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,auprc,0.5456639528274536
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,brier,0.24901874363422394
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,ece,0.04274413734674454
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,sms_raw_logit,0.022981487214565277
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,sms_fixed_reference,0.5729495286941528
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,ranking_disagreement,0.4901503622531891
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,support_swap_flip_rate,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,d0_auroc,0.5127000212669373
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,d1_auroc,0.5365999937057495
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,1,1,worst_nuisance_auroc,0.5127000212669373
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,auroc,0.5483250021934509
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,auprc,0.5340890288352966
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,brier,0.24887529015541077
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,ece,0.03235071897506714
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,sms_raw_logit,0.012475645169615746
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,sms_fixed_reference,0.5952222347259521
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,ranking_disagreement,0.4802691638469696
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,support_swap_flip_rate,0.07500000298023224
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,d0_auroc,0.5627999901771545
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,d1_auroc,0.5315999984741211
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,3,1,worst_nuisance_auroc,0.5315999984741211
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,auroc,0.5732250213623047
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,auprc,0.5528457760810852
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,f1,0.6677908897399902
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,brier,0.24696722626686096
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,ece,0.024088483303785324
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,sms_raw_logit,0.009422622621059418
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,sms_fixed_reference,0.6226039528846741
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,ranking_disagreement,0.4618854820728302
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,support_swap_flip_rate,0.1599999964237213
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,d0_auroc,0.5676000118255615
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,d1_auroc,0.5820000171661377
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,5,1,worst_nuisance_auroc,0.5676000118255615
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,auroc,0.597100019454956
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,auprc,0.570549726486206
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,f1,0.6655518412590027
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,brier,0.2445443719625473
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,ece,0.0517374724149704
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,sms_raw_logit,0.007647590711712837
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,sms_fixed_reference,0.6369253396987915
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,ranking_disagreement,0.46909773349761963
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,support_swap_flip_rate,0.0925000011920929
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,d0_auroc,0.5902000069618225
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,d1_auroc,0.6013000011444092
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,1,worst_nuisance_auroc,0.5902000069618225
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,auroc,0.6437000036239624
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,auprc,0.5956567525863647
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,f1,0.6677796244621277
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,brier,0.23808501660823822
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,ece,0.054527875036001205
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,sms_raw_logit,0.0247662216424942
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,sms_fixed_reference,0.6424505114555359
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,ranking_disagreement,0.4953007400035858
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,support_swap_flip_rate,0.054999999701976776
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,d0_auroc,0.6312999725341797
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,d1_auroc,0.6557000279426575
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,1,worst_nuisance_auroc,0.6312999725341797
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,auroc,0.6409749984741211
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,auprc,0.6190077066421509
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,f1,0.6795096397399902
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,brier,0.23597416281700134
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,ece,0.052328530699014664
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,sms_raw_logit,0.014004578813910484
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,sms_fixed_reference,0.6027008891105652
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,ranking_disagreement,0.46100249886512756
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,support_swap_flip_rate,0.1875
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,d0_auroc,0.6575999855995178
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,d1_auroc,0.6229000091552734
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,1,worst_nuisance_auroc,0.6229000091552734
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,auroc,0.6771000027656555
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,auprc,0.639775812625885
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,f1,0.6919999718666077
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,brier,0.22992977499961853
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,ece,0.06501758098602295
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,sms_raw_logit,0.010944613255560398
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,sms_fixed_reference,0.5973829627037048
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,ranking_disagreement,0.4073433578014374
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,support_swap_flip_rate,0.3199999928474426
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,d0_auroc,0.7035999894142151
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,d1_auroc,0.6496000289916992
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,1,worst_nuisance_auroc,0.6496000289916992
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,auroc,0.7028250098228455
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,auprc,0.6408913731575012
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,f1,0.7084148526191711
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,brier,0.2282528281211853
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,ece,0.10478200018405914
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,sms_raw_logit,0.008995754644274712
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,sms_fixed_reference,0.601946234703064
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,ranking_disagreement,0.3613659143447876
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,support_swap_flip_rate,0.23999999463558197
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,d0_auroc,0.7282000184059143
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,d1_auroc,0.676800012588501
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,1,worst_nuisance_auroc,0.676800012588501
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,auroc,0.5361999869346619
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,auprc,0.5315858125686646
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,brier,0.24898050725460052
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,ece,0.0167933851480484
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,sms_raw_logit,0.024488897994160652
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,1,sms_fixed_reference,0.61053067445755
