pair,target,confounder,method,shot,seed,temperature,threshold,metric,value
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,brier,0.2520129680633545
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,ece,0.08118646591901779
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,false_positive_c0d1,0.5133302211761475
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,sms_raw_logit,0.7708239555358887
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,sms_normalized_logit,1.0709341764450073
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,support_swap_flip_rate,0.4099999964237213
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,support_swap_error_gap,0.04000002145767212
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,worst_support_panel_error,0.5400000214576721
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,d0_auroc,0.4819999933242798
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,d0_auprc,0.50481116771698
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,d1_auroc,0.47999998927116394
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,d1_auprc,0.4844912886619568
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,worst_nuisance_auroc,0.47999998927116394
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,1,1,5.0,0.1,worst_nuisance_auprc,0.4844912886619568
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,auroc,0.527999997138977
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,auprc,0.5232465267181396
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,brier,0.24964208900928497
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,ece,0.010320878587663174
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,false_positive_c0d1,0.5099896788597107
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,sms_raw_logit,0.7759538888931274
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,sms_normalized_logit,1.146628737449646
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,support_swap_flip_rate,0.36500000953674316
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,support_swap_error_gap,0.034999996423721313
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,worst_support_panel_error,0.5
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,d0_auroc,0.5943999886512756
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,d0_auprc,0.5749101042747498
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,d1_auroc,0.47040000557899475
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,d1_auprc,0.4949789345264435
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,worst_nuisance_auroc,0.47040000557899475
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,3,1,10.0,0.1,worst_nuisance_auprc,0.4949789345264435
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,auroc,0.5562999844551086
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,auprc,0.5520997047424316
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,brier,0.24880674481391907
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,ece,0.019920744001865387
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,false_positive_c0d1,0.5065337419509888
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,sms_raw_logit,0.7449934482574463
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,sms_normalized_logit,1.1341261863708496
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,support_swap_flip_rate,0.41499999165534973
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,support_swap_error_gap,0.04500001668930054
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,worst_support_panel_error,0.48500001430511475
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,d0_auroc,0.6507999897003174
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,d0_auprc,0.6740232706069946
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,d1_auroc,0.4668000042438507
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,d1_auprc,0.46019381284713745
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,worst_nuisance_auroc,0.4668000042438507
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,5,1,10.0,0.1,worst_nuisance_auprc,0.46019381284713745
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,auroc,0.5059999823570251
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,auprc,0.5386435389518738
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,brier,0.25029614567756653
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,ece,0.025009140372276306
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,false_positive_c0d1,0.5038363933563232
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,sms_raw_logit,0.7082873582839966
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,sms_normalized_logit,1.074657678604126
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,support_swap_flip_rate,0.375
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,support_swap_error_gap,0.004999995231628418
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,worst_support_panel_error,0.4749999940395355
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,d0_auroc,0.5604000091552734
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,d0_auprc,0.592193067073822
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,d1_auroc,0.44999998807907104
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,d1_auprc,0.48712220788002014
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,worst_nuisance_auroc,0.44999998807907104
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_e1,10,1,10.0,0.1,worst_nuisance_auprc,0.48712220788002014
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,auroc,0.7114999890327454
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,auprc,0.7024426460266113
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,f1,0.6736842393875122
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,brier,0.23340673744678497
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,ece,0.102510966360569
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,false_positive_c0d1,0.5593664646148682
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,sms_raw_logit,0.4934708774089813
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,sms_normalized_logit,0.7575534582138062
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,support_swap_flip_rate,0.18000000715255737
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,support_swap_error_gap,0.02000001072883606
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,worst_support_panel_error,0.4050000011920929
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,d0_auroc,0.7731999754905701
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,d0_auprc,0.7423083186149597
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,d1_auroc,0.6624000072479248
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,d1_auprc,0.6849439144134521
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,worst_nuisance_auroc,0.6624000072479248
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,1,1,2.0,0.45,worst_nuisance_auprc,0.6849439144134521
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,auroc,0.7174000144004822
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,auprc,0.6811825037002563
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,f1,0.7169811129570007
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,brier,0.24087393283843994
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,ece,0.1662311851978302
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,false_positive_c0d1,0.6176884174346924
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,sms_raw_logit,0.46559005975723267
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,sms_normalized_logit,0.7293099761009216
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,support_swap_flip_rate,0.1599999964237213
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,support_swap_error_gap,0.009999990463256836
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,worst_support_panel_error,0.38499999046325684
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,d0_auroc,0.7411999702453613
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,d0_auprc,0.6989970803260803
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,d1_auroc,0.6919999718666077
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,d1_auprc,0.6728312969207764
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,worst_nuisance_auroc,0.6919999718666077
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,3,1,1.0,0.5,worst_nuisance_auprc,0.6728312969207764
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,auroc,0.7179999947547913
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,auprc,0.7026618123054504
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,f1,0.7007874250411987
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,brier,0.23589670658111572
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,ece,0.15934216976165771
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,false_positive_c0d1,0.6078760027885437
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,sms_raw_logit,0.42136043310165405
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,sms_normalized_logit,0.6276758313179016
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,support_swap_flip_rate,0.1599999964237213
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,support_swap_error_gap,0.0
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,worst_support_panel_error,0.3799999952316284
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,d0_auroc,0.7483999729156494
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,d0_auprc,0.7684360146522522
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,d1_auroc,0.6868000030517578
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,d1_auprc,0.6639448404312134
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,worst_nuisance_auroc,0.6868000030517578
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,5,1,1.0,0.5,worst_nuisance_auprc,0.6639448404312134
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,auroc,0.7513999938964844
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,auprc,0.7503609657287598
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,f1,0.7160493731498718
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,brier,0.22975070774555206
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,ece,0.1485120803117752
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,false_positive_c0d1,0.6119565367698669
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,sms_raw_logit,0.35312339663505554
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,sms_normalized_logit,0.5255597829818726
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,support_swap_flip_rate,0.14000000059604645
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,support_swap_error_gap,0.02000001072883606
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,worst_support_panel_error,0.4000000059604645
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,d0_auroc,0.8083999752998352
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,d0_auprc,0.8227434754371643
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,d1_auroc,0.7071999907493591
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,d1_auprc,0.7185885906219482
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,worst_nuisance_auroc,0.7071999907493591
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_e1,10,1,1.0,0.55,worst_nuisance_auprc,0.7185885906219482
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,auroc,0.4510999917984009
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,auprc,0.45018982887268066
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,f1,0.6456140279769897
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,brier,0.25517767667770386
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,ece,0.05193015933036804
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,false_positive_c0d1,0.5243728756904602
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,sms_raw_logit,0.9470291137695312
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,sms_normalized_logit,0.9667271375656128
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,support_swap_flip_rate,0.38999998569488525
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,support_swap_error_gap,0.009999990463256836
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,worst_support_panel_error,0.5450000166893005
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,d0_auroc,0.43880000710487366
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,d0_auprc,0.4437851905822754
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,d1_auroc,0.4580000042915344
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,d1_auprc,0.46545809507369995
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,worst_nuisance_auroc,0.43880000710487366
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,1,1,5.0,0.45,worst_nuisance_auprc,0.4437851905822754
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,auroc,0.4284000098705292
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,auprc,0.4643400311470032
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,brier,0.2535039782524109
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,ece,0.08182887732982635
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,false_positive_c0d1,0.5218510627746582
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,sms_raw_logit,0.8986155986785889
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,sms_normalized_logit,0.9399264454841614
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,support_swap_flip_rate,0.3400000035762787
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,support_swap_error_gap,0.06000000238418579
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,worst_support_panel_error,0.5550000071525574
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,d0_auroc,0.414000004529953
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,d0_auprc,0.4560689628124237
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,d1_auroc,0.4392000138759613
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,d1_auprc,0.47751903533935547
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,worst_nuisance_auroc,0.414000004529953
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,3,1,10.0,0.1,worst_nuisance_auprc,0.4560689628124237
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,auroc,0.4268999993801117
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,auprc,0.47014594078063965
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,f1,0.5306122303009033
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,brier,0.2546446621417999
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,ece,0.06423000246286392
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,false_positive_c0d1,0.5222318172454834
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,sms_raw_logit,1.0537121295928955
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,sms_normalized_logit,0.9907370805740356
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,support_swap_flip_rate,0.3799999952316284
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,support_swap_error_gap,0.030000030994415283
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,worst_support_panel_error,0.5600000023841858
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,d0_auroc,0.38960000872612
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,d0_auprc,0.45459020137786865
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,d1_auroc,0.46560001373291016
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,d1_auprc,0.4972397983074188
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,worst_nuisance_auroc,0.38960000872612
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,5,1,10.0,0.5,worst_nuisance_auprc,0.45459020137786865
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,auroc,0.40380001068115234
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,auprc,0.44893866777420044
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,f1,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,brier,0.25542837381362915
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,ece,0.08632665872573853
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,false_positive_c0d1,0.5298423767089844
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,sms_raw_logit,0.9480873942375183
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,sms_normalized_logit,0.8516753315925598
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,support_swap_flip_rate,0.3400000035762787
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,support_swap_error_gap,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,worst_support_panel_error,0.5649999976158142
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,d0_auroc,0.36079999804496765
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,d0_auprc,0.4134984314441681
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,d1_auroc,0.44279998540878296
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,d1_auprc,0.48162728548049927
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,worst_nuisance_auroc,0.36079999804496765
Pneumothorax__Support Devices,Pneumothorax,Support Devices,iera_no_negatives,10,1,10.0,0.1,worst_nuisance_auprc,0.4134984314441681
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,auroc,0.7160999774932861
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,auprc,0.7136611938476562
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,f1,0.7046263217926025
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,brier,0.22863046824932098
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,ece,0.10327212512493134
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,false_positive_c0d1,0.5771708488464355
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,sms_raw_logit,0.5881871581077576
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,sms_normalized_logit,0.62455153465271
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,support_swap_flip_rate,0.20000000298023224
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,support_swap_error_gap,0.030000001192092896
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,worst_support_panel_error,0.3700000047683716
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,d0_auroc,0.7896000146865845
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,d0_auprc,0.8080193400382996
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,d1_auroc,0.6552000045776367
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,d1_auprc,0.6722111105918884
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,worst_nuisance_auroc,0.6552000045776367
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,1,1,2.0,0.4,worst_nuisance_auprc,0.6722111105918884
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,3,1,1.0,0.6,auroc,0.7563999891281128
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,3,1,1.0,0.6,auprc,0.7431684732437134
Edema__Cardiomegaly,Edema,Cardiomegaly,iera_no_negatives,3,1,1.0,0.6,f1,0.7027027010917664
